Q5a,Q5b,Q5c,Q5d,Q5d,Q5e,экстраверсия,Q5f,Q5g,Q5h,Q5i,Q5j,открытость опыту,Q5k,Q5l,Q5m,Q5n,Q5o,Q5n,Q5o,добросовестность,Q5p,Q5q,Q5r,Q5s,Q5t,Q5s,Q5t,доброжелательность,Q5u,Q5v,Q5w,Q5w,Q5x,Q5y,Q5y,эмоциональная устойчивость,Q6a,Q6b,Q6c,Q6d,макиавеллизм,Q6e,Q6f,Q6g,Q6h,психопатия,Q6i,Q6j,Q6k,Q6l,нарциссизм,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q7j,Q7k,Q7l,Q7m,Q7n,Q7o,когн. заверш.,Q8a,Q8b,рва подчинение,Q8c,Q8d,лва подчинение,Q8e,Q8f,рва агрессия,Q8g,Q8h,лва агрессия,Q8i,Q8j,рва конвенц,Q8k,Q8l,лва - конвенц,lwa total,rwa total,Q9a,Q9b,Q9c,Политическое доверие,Пол,Возраст,Образование,Доход
"3,00","3,00","3,00","3,00","3,00","3,00","3,00","4,00","3,00","4,00","4,00","4,00","3,80","4,00","4,00","5,00","2,00","2,00","4,00","4,00","4,20","4,00","4,00","3,00","2,00","2,00","4,00","4,00","3,80","3,00","3,00","2,00","4,00","4,00","2,00","4,00","3,60","3,00","3,00","2,00","3,00","2,75","2,00","3,00","2,00","3,00","2,50","2,00","3,00","3,00","1,00","2,25","3,00","4,00","4,00","3,00","2,00","3,00","2,00","2,00","4,00","4,00","4,00","2,00","4,00","3,00","3,00","3,13","4,00","5,00","4,50","2,00","2,00","2,00","5,00","4,00","4,50","3,00","4,00","3,50","5,00","5,00","5,00","4,00","4,00","4,00","3,17","4,67","5,00","4,00","3,00","4,00","1,00","59,00","5,00","4,00"
"1,00","1,00","1,00","5,00","1,00","5,00","1,00","1,00","4,00","1,00","3,00","4,00","2,60","4,00","5,00","4,00","1,00","3,00","5,00","3,00","4,20","5,00","4,00","4,00","3,00","2,00","3,00","4,00","4,00","2,00","4,00","3,00","3,00","4,00","3,00","3,00","3,20","1,00","1,00","1,00","1,00","1,00","3,00","1,00","2,00","1,00","1,75","1,00","1,00","3,00","1,00","1,50","4,00","3,00","4,00","3,00","3,00","4,00","3,00","2,00","4,00","2,00","4,00","2,00","4,00","4,00","3,00","3,27","4,00","3,00","3,50","2,00","2,00","2,00","5,00","5,00","5,00","4,00","5,00","4,50","5,00","5,00","5,00","2,00","2,00","2,00","2,83","4,50","4,00","2,00","2,00","2,67","1,00","35,00","5,00","4,00"
"2,00","2,00","2,00","5,00","1,00","5,00","1,75","2,00","5,00","2,00","4,00","4,00","3,40","3,00","3,00","2,00","4,00","1,00","2,00","5,00","3,00","3,00","5,00","3,00","4,00","1,00","2,00","5,00","3,60","5,00","5,00","3,00","3,00","5,00","1,00","5,00","4,60","5,00","3,00","4,00","5,00","4,25","4,00","4,00","5,00","5,00","4,50","1,00","1,00","4,00","3,00","2,25","3,00","2,00","4,00","5,00","2,00","5,00","1,00","2,00","5,00","1,00","4,00","5,00","4,00","4,00","4,00","3,40","4,00","3,00","3,50","3,00","2,00","2,50","4,00","2,00","3,00","5,00","5,00","5,00","2,00","1,00","1,50","1,00","5,00","3,00","3,50","2,67","4,00","4,00","3,00","3,67","1,00","26,00","3,00","4,00"
"4,00","4,00","3,00","4,00","2,00","4,00","3,25","3,00","4,00","3,00","3,00","4,00","3,40","4,00","4,00","2,00","4,00","3,00","2,00","3,00","3,00","4,00","4,00","4,00","2,00","4,00","4,00","2,00","3,60","3,00","2,00","3,00","3,00","3,00","5,00","1,00","2,40","3,00","3,00","3,00","2,00","2,75","2,00","2,00","3,00","3,00","2,50","4,00","2,00","2,00","4,00","3,00","4,00","2,00","4,00","4,00","2,00","4,00","3,00","2,00","4,00","4,00","3,00","4,00","3,00","3,00","2,00","3,20","3,00","2,00","2,50","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","2,83","3,00","3,00","3,00","3,00","2,00","37,00","5,00","4,00"
"2,00","2,00","2,00","5,00","1,00","5,00","1,75","3,00","5,00","5,00","4,00","4,00","4,20","4,00","5,00","5,00","1,00","1,00","5,00","5,00","4,80","3,00","1,00","5,00","4,00","5,00","2,00","1,00","2,40","1,00","2,00","4,00","2,00","4,00","4,00","2,00","2,20","2,00","1,00","1,00","2,00","1,50","4,00","1,00","1,00","5,00","2,75","3,00","1,00","1,00","1,00","1,50","5,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","3,00","4,00","4,00","4,00","3,00","3,00","3,00","3,73","3,00","2,00","2,50","3,00","3,00","3,00","3,00","2,00","2,50","3,00","2,00","2,50","3,00","3,00","3,00","2,00","4,00","3,00","2,83","2,67","3,00","2,00","2,00","2,33","2,00","36,00","5,00","4,00"
"3,00","3,00","2,00","3,00","3,00","3,00","2,75","4,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","4,00","4,00","4,00","2,00","2,00","3,00","4,00","4,00","4,00","1,00","2,00","5,00","4,00","4,20","4,00","3,00","3,00","3,00","4,00","1,00","5,00","3,80","3,00","3,00","3,00","3,00","3,00","2,00","1,00","1,00","3,00","1,75","3,00","3,00","1,00","2,00","2,25","3,00","3,00","3,00","3,00","3,00","3,00","2,00","3,00","4,00","4,00","4,00","3,00","4,00","3,00","4,00","3,27","4,00","4,00","4,00","1,00","1,00","1,00","5,00","4,00","4,50","4,00","4,00","4,00","5,00","5,00","5,00","3,00","3,00","3,00","2,67","4,50","5,00","4,00","3,00","4,00","2,00","45,00","3,00","4,00"
"3,00","3,00","3,00","3,00","3,00","4,00","3,00","3,00","4,00","5,00","3,00","3,00","3,60","4,00","4,00","4,00","2,00","2,00","4,00","4,00","4,00","2,00","3,00","3,00","1,00","4,00","5,00","2,00","3,00","3,00","4,00","3,00","3,00","5,00","3,00","3,00","3,60","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,25","3,00","1,00","1,00","1,00","1,50","4,00","5,00","4,00","5,00","3,00","5,00","5,00","3,00","5,00","5,00","4,00","4,00","4,00","4,00","3,00","4,20","3,00","3,00","3,00","3,00","3,00","3,00","4,00","3,00","3,50","3,00","3,00","3,00","4,00","4,00","4,00","3,00","2,00","2,50","2,83","3,50","3,00","3,00","3,00","3,00","2,00","45,00","5,00","4,00"
"3,00","3,00","2,00","4,00","2,00","4,00","2,50","3,00","4,00","4,00","4,00","4,00","3,80","5,00","5,00","4,00","4,00","3,00","2,00","3,00","3,80","3,00","3,00","3,00","3,00","4,00","3,00","2,00","2,80","3,00","4,00","3,00","3,00","4,00","2,00","4,00","3,60","3,00","2,00","3,00","3,00","2,75","4,00","4,00","2,00","3,00","3,25","4,00","4,00","5,00","4,00","4,25","3,00","4,00","4,00","3,00","2,00","4,00","3,00","3,00","4,00","4,00","4,00","3,00","4,00","4,00","4,00","3,53","3,00","3,00","3,00","1,00","1,00","1,00","4,00","2,00","3,00","2,00","3,00","2,50","4,00","3,00","3,50","2,00","3,00","2,50","2,00","3,17","4,00","4,00","4,00","4,00","1,00","31,00","5,00","4,00"
"3,00","3,00","3,00","4,00","2,00","4,00","2,75","3,00","4,00","4,00","4,00","4,00","3,80","4,00","4,00","4,00","3,00","3,00","3,00","3,00","3,60","3,00","4,00","3,00","2,00","4,00","4,00","2,00","3,20","3,00","2,00","4,00","2,00","3,00","4,00","2,00","2,40","3,00","3,00","2,00","2,00","2,50","1,00","2,00","1,00","3,00","1,75","2,00","2,00","3,00","2,00","2,25","5,00","3,00","4,00","5,00","3,00","4,00","4,00","3,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","3,93","3,00","3,00","3,00","2,00","2,00","2,00","4,00","3,00","3,50","4,00","3,00","3,50","4,00","4,00","4,00","4,00","3,00","3,50","3,00","3,50","4,00","4,00","2,00","3,33","2,00","55,00","5,00","4,00"
"4,00","5,00","3,00","2,00","4,00","3,00","4,00","4,00","3,00","4,00","3,00","4,00","3,60","4,00","4,00","4,00","3,00","3,00","3,00","3,00","3,60","4,00","4,00","5,00","1,00","1,00","5,00","5,00","4,60","3,00","3,00","1,00","5,00","3,00","2,00","4,00","3,60","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,25","3,00","2,00","3,00","2,00","2,50","3,00","3,00","4,00","3,00","4,00","3,00","2,00","3,00","4,00","5,00","4,00","4,00","2,00","2,00","2,00","3,20","4,00","5,00","4,50","1,00","1,00","1,00","5,00","4,00","4,50","2,00","2,00","2,00","5,00","5,00","5,00","2,00","2,00","2,00","1,67","4,67","5,00","4,00","4,00","4,33","2,00","39,00","5,00","4,00"
"2,00","3,00","1,00","3,00","3,00","3,00","2,25","2,00","1,00","2,00","2,00","1,00","1,60","3,00","4,00","3,00","3,00","4,00","3,00","2,00","3,00","2,00","5,00","3,00","2,00","3,00","4,00","3,00","3,40","1,00","2,00","3,00","3,00","3,00","3,00","3,00","2,40","3,00","3,00","2,00","4,00","3,00","1,00","1,00","1,00","2,00","1,25","3,00","3,00","2,00","2,00","2,50","5,00","4,00","4,00","5,00","5,00","4,00","3,00","4,00","4,00","5,00","4,00","4,00","4,00","4,00","4,00","4,20","3,00","5,00","4,00","2,00","3,00","2,50","1,00","2,00","1,50","1,00","2,00","1,50","1,00","5,00","3,00","1,00","5,00","3,00","2,33","2,83","5,00","4,00","4,00","4,33","2,00","44,00","5,00","4,00"
"3,00","4,00","3,00","3,00","3,00","2,00","3,25","4,00","3,00","4,00","4,00","4,00","3,80","4,00","3,00","3,00","3,00","4,00","3,00","2,00","3,00","4,00","3,00","2,00","4,00","2,00","2,00","4,00","3,00","2,00","2,00","4,00","2,00","2,00","2,00","4,00","2,40","4,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","4,00","3,75","4,00","4,00","3,00","3,00","3,50","4,00","2,00","4,00","4,00","4,00","3,00","3,00","3,00","2,00","4,00","4,00","4,00","4,00","4,00","4,00","3,53","4,00","4,00","4,00","3,00","3,00","3,00","3,00","5,00","4,00","4,00","4,00","4,00","3,00","4,00","3,50","3,00","4,00","3,50","3,50","3,83","2,00","2,00","2,00","2,00","2,00","53,00","4,00","4,00"
"2,00","1,00","1,00","5,00","1,00","5,00","1,25","2,00","4,00","2,00","1,00","2,00","2,20","4,00","5,00","5,00","2,00","4,00","4,00","2,00","4,00","1,00","1,00","1,00","3,00","5,00","3,00","1,00","1,40","2,00","5,00","4,00","2,00","4,00","4,00","2,00","3,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","5,00","4,00","4,00","3,00","4,00","4,00","3,00","3,50","5,00","3,00","4,00","5,00","4,00","1,00","5,00","4,00","2,00","5,00","5,00","5,00","5,00","5,00","5,00","4,20","4,00","4,00","4,00","1,00","1,00","1,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","3,00","3,50","4,00","4,00","4,00","3,00","3,83","4,00","4,00","4,00","4,00","2,00","32,00","3,00","4,00"
"3,00","4,00","1,00","4,00","2,00","4,00","2,50","3,00","5,00","3,00","2,00","1,00","2,80","4,00","5,00","5,00","2,00","1,00","4,00","5,00","4,60","3,00","1,00","3,00","2,00","3,00","4,00","3,00","2,80","4,00","4,00","1,00","5,00","4,00","1,00","5,00","4,40","2,00","1,00","2,00","2,00","1,75","2,00","3,00","1,00","1,00","1,75","1,00","1,00","3,00","1,00","1,50","4,00","1,00","2,00","4,00","3,00","4,00","3,00","1,00","1,00","4,00","4,00","4,00","4,00","4,00","3,00","3,07","4,00","5,00","4,50","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","4,00","4,00","2,00","3,00","2,50","1,50","3,17","5,00","4,00","4,00","4,33","2,00","53,00","3,00","4,00"
"4,00","5,00","5,00","3,00","3,00","2,00","4,25","3,00","4,00","4,00","3,00","4,00","3,60","3,00","5,00","4,00","3,00","2,00","3,00","4,00","3,80","4,00","4,00","5,00","2,00","2,00","4,00","4,00","4,20","3,00","3,00","3,00","3,00","3,00","4,00","2,00","2,80","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,25","4,00","4,00","4,00","3,00","3,00","4,00","2,00","3,00","4,00","4,00","4,00","4,00","4,00","4,00","3,00","3,60","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","3,00","3,00","3,00","4,00","4,00","4,00","4,00","3,67","4,00","3,00","3,00","3,33","2,00","38,00","3,00","4,00"
"3,00","3,00","3,00","4,00","2,00","4,00","2,75","3,00","3,00","4,00","3,00","3,00","3,20","4,00","4,00","4,00","2,00","1,00","4,00","5,00","4,20","3,00","4,00","4,00","2,00","2,00","4,00","4,00","3,80","3,00","3,00","3,00","3,00","3,00","2,00","4,00","3,20","2,00","1,00","1,00","2,00","1,50","3,00","1,00","1,00","1,00","1,50","3,00","3,00","3,00","2,00","2,75","5,00","3,00","4,00","5,00","4,00","4,00","3,00","2,00","2,00","5,00","4,00","4,00","4,00","4,00","4,00","3,80","3,00","3,00","3,00","3,00","2,00","2,50","4,00","3,00","3,50","4,00","4,00","4,00","4,00","3,00","3,50","2,00","2,00","2,00","2,83","3,33","4,00","4,00","4,00","4,00","2,00","52,00","5,00","4,00"
"3,00","4,00","4,00","3,00","3,00","3,00","3,50","3,00","4,00","4,00","4,00","4,00","3,80","4,00","4,00","4,00","2,00","3,00","4,00","3,00","3,80","3,00","4,00","4,00","2,00","1,00","4,00","5,00","4,00","3,00","3,00","2,00","4,00","3,00","2,00","4,00","3,40","1,00","1,00","1,00","1,00","1,00","3,00","1,00","1,00","1,00","1,50","1,00","2,00","2,00","1,00","1,50","4,00","2,00","4,00","4,00","4,00","4,00","2,00","1,00","4,00","4,00","4,00","2,00","4,00","4,00","4,00","3,40","3,00","3,00","3,00","2,00","3,00","2,50","4,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","3,50","4,00","4,00","4,00","3,50","3,50","4,00","2,00","2,00","2,67","2,00","59,00","5,00","4,00"
"5,00","4,00","4,00","3,00","3,00","3,00","4,00","4,00","5,00","5,00","4,00","5,00","4,60","5,00","5,00","5,00","1,00","2,00","5,00","4,00","4,80","4,00","2,00","5,00","3,00","3,00","3,00","3,00","3,40","3,00","3,00","3,00","3,00","4,00","3,00","3,00","3,20","1,00","1,00","2,00","1,00","1,25","4,00","3,00","1,00","1,00","2,25","2,00","2,00","3,00","1,00","2,00","5,00","5,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","5,00","5,00","4,00","5,00","4,00","5,00","4,33","2,00","1,00","1,50","3,00","3,00","3,00","1,00","1,00","1,00","4,00","2,00","3,00","1,00","2,00","1,50","4,00","3,00","3,50","3,17","1,33","2,00","2,00","2,00","2,00","2,00","25,00","5,00","4,00"
"3,00","4,00","2,00","3,00","3,00","3,00","3,00","2,00","4,00","3,00","2,00","3,00","2,80","4,00","4,00","4,00","3,00","2,00","3,00","4,00","3,80","4,00","4,00","4,00","2,00","2,00","4,00","4,00","4,00","2,00","3,00","3,00","3,00","3,00","2,00","4,00","3,00","2,00","1,00","1,00","1,00","1,25","3,00","2,00","1,00","1,00","1,75","1,00","2,00","1,00","1,00","1,25","5,00","3,00","4,00","2,00","3,00","3,00","3,00","2,00","4,00","5,00","4,00","3,00","4,00","4,00","4,00","3,53","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","4,00","4,00","3,00","3,67","2,00","35,00","3,00","4,00"
"3,00","3,00","4,00","3,00","3,00","3,00","3,25","3,00","5,00","4,00","3,00","4,00","3,80","3,00","4,00","5,00","1,00","3,00","5,00","3,00","4,00","4,00","3,00","4,00","2,00","3,00","4,00","3,00","3,60","2,00","1,00","4,00","2,00","2,00","4,00","2,00","1,80","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,25","4,00","2,00","2,00","1,00","2,25","4,00","4,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","3,93","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","2,00","2,00","2,67","1,00","37,00","5,00","4,00"
"2,00","3,00","3,00","2,00","4,00","2,00","3,00","4,00","4,00","4,00","2,00","4,00","3,60","4,00","4,00","4,00","2,00","2,00","4,00","4,00","4,00","4,00","5,00","4,00","2,00","2,00","4,00","4,00","4,20","2,00","1,00","4,00","2,00","3,00","4,00","2,00","2,00","2,00","1,00","1,00","2,00","1,50","1,00","1,00","1,00","1,00","1,00","1,00","2,00","3,00","1,00","1,75","3,00","2,00","4,00","2,00","2,00","3,00","2,00","1,00","4,00","4,00","4,00","1,00","2,00","3,00","1,00","2,53","3,00","4,00","3,50","2,00","1,00","1,50","4,00","3,00","3,50","2,00","2,00","2,00","4,00","4,00","4,00","1,00","2,00","1,50","1,67","3,67","5,00","4,00","4,00","4,33","2,00","31,00","5,00","4,00"
"5,00","4,00","3,00","4,00","2,00","4,00","3,50","3,00","4,00","5,00","3,00","3,00","3,60","3,00","3,00","3,00","3,00","4,00","3,00","2,00","2,80","5,00","5,00","5,00","2,00","3,00","4,00","3,00","4,40","2,00","2,00","3,00","3,00","2,00","4,00","2,00","2,20","1,00","1,00","2,00","2,00","1,50","1,00","1,00","1,00","2,00","1,25","1,00","2,00","2,00","1,00","1,50","4,00","2,00","4,00","4,00","3,00","4,00","2,00","2,00","4,00","4,00","4,00","3,00","2,00","2,00","2,00","3,07","4,00","4,00","4,00","2,00","4,00","3,00","4,00","4,00","4,00","4,00","4,00","4,00","5,00","4,00","4,50","2,00","3,00","2,50","3,17","4,17","5,00","4,00","4,00","4,33","1,00","46,00","3,00","4,00"
"2,00","1,00","2,00","4,00","2,00","4,00","1,75","2,00","3,00","2,00","2,00","3,00","2,40","3,00","3,00","3,00","1,00","3,00","5,00","3,00","3,40","3,00","4,00","4,00","1,00","3,00","5,00","3,00","3,80","1,00","1,00","4,00","2,00","3,00","4,00","2,00","1,80","2,00","1,00","1,00","1,00","1,25","1,00","1,00","1,00","2,00","1,25","1,00","1,00","2,00","2,00","1,50","5,00","4,00","5,00","5,00","4,00","4,00","3,00","4,00","4,00","3,00","2,00","5,00","2,00","1,00","4,00","3,67","3,00","3,00","3,00","3,00","3,00","3,00","4,00","1,00","2,50","4,00","4,00","4,00","3,00","2,00","2,50","3,00","2,00","2,50","3,17","2,67","4,00","4,00","4,00","4,00","2,00","25,00","5,00","4,00"
"3,00","3,00","2,00","2,00","4,00","4,00","3,00","3,00","2,00","2,00","3,00","4,00","2,80","4,00","5,00","4,00","3,00","2,00","3,00","4,00","4,00","5,00","3,00","4,00","4,00","4,00","2,00","2,00","3,20","3,00","2,00","2,00","4,00","3,00","3,00","3,00","3,00","1,00","1,00","3,00","1,00","1,50","2,00","2,00","1,00","1,00","1,50","4,00","2,00","3,00","1,00","2,50","3,00","3,00","2,00","3,00","3,00","2,00","2,00","2,00","3,00","4,00","3,00","4,00","4,00","3,00","4,00","3,00","4,00","2,00","3,00","2,00","3,00","2,50","4,00","4,00","4,00","4,00","3,00","3,50","2,00","3,00","2,50","2,00","5,00","3,50","3,17","3,17","5,00","4,00","4,00","4,33","2,00","36,00","5,00","4,00"
"3,00","3,00","4,00","4,00","2,00","4,00","3,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","2,00","3,00","4,00","3,00","3,80","4,00","3,00","4,00","1,00","3,00","5,00","3,00","3,80","2,00","4,00","3,00","3,00","4,00","3,00","3,00","3,20","2,00","2,00","2,00","3,00","2,25","2,00","3,00","1,00","2,00","2,00","3,00","3,00","4,00","2,00","3,00","4,00","3,00","5,00","4,00","3,00","4,00","4,00","3,00","4,00","5,00","4,00","5,00","5,00","4,00","5,00","4,13","3,00","4,00","3,50","3,00","3,00","3,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","5,00","4,50","4,00","4,00","4,00","3,67","4,00","4,00","4,00","4,00","4,00","2,00","43,00","5,00","4,00"
"3,00","3,00","1,00","3,00","3,00","4,00","2,50","5,00","5,00","5,00","2,00","5,00","4,40","3,00","5,00","3,00","4,00","5,00","2,00","1,00","2,80","3,00","5,00","5,00","3,00","3,00","3,00","3,00","3,80","2,00","3,00","5,00","1,00","2,00","3,00","3,00","2,20","4,00","4,00","5,00","5,00","4,50","5,00","2,00","3,00","3,00","3,25","3,00","3,00","3,00","3,00","3,00","4,00","5,00","5,00","5,00","4,00","5,00","1,00","3,00","5,00","3,00","4,00","4,00","4,00","3,00","3,00","3,87","3,00","2,00","2,50","5,00","4,00","4,50","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","4,00","2,00","3,00","3,17","2,17","4,00","4,00","4,00","4,00","1,00","22,00","3,00","4,00"
"2,00","3,00","1,00","4,00","2,00","4,00","2,00","3,00","3,00","3,00","4,00","4,00","3,40","4,00","4,00","4,00","2,00","2,00","4,00","4,00","4,00","1,00","1,00","1,00","3,00","4,00","3,00","2,00","1,60","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","1,00","3,00","2,50","4,00","4,00","5,00","5,00","4,50","2,00","2,00","2,00","2,00","2,00","5,00","4,00","2,00","5,00","4,00","5,00","4,00","2,00","4,00","4,00","4,00","3,00","3,00","3,00","3,00","3,67","1,00","1,00","1,00","1,00","3,00","2,00","3,00","1,00","2,00","3,00","3,00","3,00","1,00","1,00","1,00","3,00","4,00","3,50","2,83","1,33","1,00","1,00","1,00","1,00","1,00","26,00","5,00","4,00"
"4,00","3,00","3,00","2,00","4,00","2,00","3,50","4,00","4,00","3,00","3,00","4,00","3,60","4,00","4,00","4,00","2,00","2,00","4,00","4,00","4,00","4,00","1,00","3,00","4,00","5,00","2,00","1,00","2,20","1,00","1,00","5,00","1,00","1,00","5,00","1,00","1,00","3,00","2,00","3,00","3,00","2,75","2,00","2,00","2,00","4,00","2,50","4,00","4,00","2,00","4,00","3,50","5,00","2,00","4,00","3,00","3,00","3,00","2,00","2,00","5,00","5,00","5,00","5,00","4,00","3,00","4,00","3,67","3,00","3,00","3,00","3,00","3,00","3,00","4,00","3,00","3,50","3,00","4,00","3,50","2,00","3,00","2,50","2,00","4,00","3,00","3,17","3,00","4,00","4,00","3,00","3,67","2,00","38,00","3,00","4,00"
"4,00","4,00","4,00","3,00","3,00","3,00","3,75","3,00","4,00","4,00","3,00","4,00","3,60","5,00","4,00","5,00","1,00","1,00","5,00","5,00","4,80","4,00","4,00","4,00","1,00","3,00","5,00","3,00","4,00","2,00","3,00","4,00","2,00","3,00","4,00","2,00","2,40","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","1,50","3,00","3,00","4,00","4,00","3,00","4,00","3,00","3,00","4,00","4,00","4,00","3,00","4,00","4,00","4,00","3,60","4,00","4,00","4,00","2,00","2,00","2,00","5,00","3,00","4,00","3,00","3,00","3,00","4,00","4,00","4,00","3,00","4,00","3,50","2,83","4,00","5,00","4,00","4,00","4,33","2,00","43,00","5,00","4,00"
"2,00","3,00","3,00","4,00","2,00","4,00","2,50","3,00","5,00","3,00","2,00","3,00","3,20","3,00","4,00","3,00","2,00","2,00","4,00","4,00","3,60","3,00","3,00","4,00","1,00","2,00","5,00","4,00","3,80","3,00","3,00","2,00","4,00","3,00","2,00","4,00","3,40","1,00","1,00","1,00","2,00","1,25","1,00","1,00","1,00","1,00","1,00","3,00","2,00","3,00","1,00","2,25","3,00","2,00","2,00","4,00","3,00","2,00","2,00","2,00","3,00","4,00","3,00","3,00","4,00","4,00","4,00","3,00","3,00","2,00","2,50","2,00","2,00","2,00","4,00","3,00","3,50","3,00","4,00","3,50","4,00","4,00","4,00","2,00","2,00","2,00","2,50","3,33","4,00","3,00","3,00","3,33","2,00","35,00","5,00","4,00"
"3,00","3,00","3,00","4,00","2,00","3,00","2,75","3,00","3,00","3,00","3,00","4,00","3,20","4,00","3,00","3,00","4,00","4,00","2,00","2,00","2,80","4,00","4,00","4,00","4,00","2,00","2,00","4,00","3,60","4,00","3,00","2,00","4,00","4,00","3,00","3,00","3,60","3,00","3,00","3,00","4,00","3,25","4,00","4,00","3,00","3,00","3,50","4,00","4,00","3,00","4,00","3,75","2,00","3,00","4,00","3,00","3,00","3,00","3,00","4,00","2,00","3,00","4,00","4,00","3,00","4,00","3,00","3,20","3,00","4,00","3,50","4,00","4,00","4,00","3,00","3,00","3,00","4,00","4,00","4,00","3,00","3,00","3,00","3,00","4,00","3,50","3,83","3,17","5,00","4,00","4,00","4,33","2,00","34,00","5,00","4,00"
"2,00","2,00","3,00","4,00","2,00","4,00","2,25","3,00","4,00","4,00","2,00","3,00","3,20","4,00","5,00","4,00","1,00","2,00","5,00","4,00","4,40","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","2,00","3,00","3,00","3,00","3,00","2,00","4,00","3,00","2,00","2,00","1,00","2,00","1,75","1,00","1,00","2,00","2,00","1,50","1,00","1,00","2,00","1,00","1,25","4,00","4,00","4,00","4,00","3,00","4,00","2,00","2,00","4,00","4,00","4,00","3,00","3,00","3,00","4,00","3,47","3,00","4,00","3,50","1,00","2,00","1,50","4,00","1,00","2,50","3,00","1,00","2,00","3,00","2,00","2,50","4,00","4,00","4,00","2,50","2,83","5,00","4,00","3,00","4,00","2,00","22,00","3,00","4,00"
"5,00","5,00","5,00","1,00","5,00","1,00","5,00","5,00","4,00","5,00","5,00","5,00","4,80","5,00","5,00","5,00","2,00","1,00","4,00","5,00","4,80","5,00","4,00","5,00","2,00","3,00","4,00","3,00","4,20","5,00","5,00","2,00","4,00","5,00","5,00","1,00","4,00","1,00","1,00","4,00","1,00","1,75","1,00","1,00","1,00","2,00","1,25","5,00","5,00","5,00","3,00","4,50","5,00","5,00","2,00","5,00","3,00","2,00","5,00","4,00","1,00","5,00","5,00","3,00","5,00","4,00","5,00","3,93","4,00","5,00","4,50","1,00","1,00","1,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","3,00","1,00","2,00","2,67","4,83","5,00","5,00","4,00","4,67","2,00","45,00","2,00","4,00"
